Name,price,image
 Royal Canin Veterinary Diets Urinary S/O 200 gr Húmedo - 12 Unidades.,19.69 €,https://www.petsonic.com/20412-large_default/comida-lata-para-perros-royal-canin-veterinary-diets-urinary-s-200-gr-humedo.jpg
 Royal Canin Veterinary Diets Convalescense Support Húmedo 50 gr - 10 Unidades.,31.26 €,https://www.petsonic.com/16980-large_default/convalescense-support-humedo-50-gr.jpg
 Royal Canin Mini Adult (Sobre) comida húmeda - 12 unidades 85 gr,14.62 €,https://www.petsonic.com/23437-large_default/comida-lata-para-perros-royal-canin-mini-adult-sobre.jpg
 Royal Canin Mini Puppy (Sobre) comida húmeda - 12 unidades 85 gr,11.91 €,https://www.petsonic.com/23427-large_default/comida-lata-para-perros-royal-canin-mini-puppy-sobre.jpg
 Royal Canin Medium Adult (Sobre) comida húmeda - 10 unidades de 150 gr,11.60 €,https://www.petsonic.com/23415-large_default/comida-lata-para-perros-royal-canin-medium-adult-sobre.jpg
 Royal Canin Maxi Puppy (Sobre) comida húmeda - 10 unidades de 150 gr,11.28 €,https://www.petsonic.com/23406-large_default/comida-lata-para-perros-royal-canin-maxi-puppy-sobre.jpg
 Royal Canin Maxi Adult (Sobre) comida húmeda - 10 unidades de 150 gr,11.60 €,https://www.petsonic.com/23408-large_default/comida-lata-para-perros-royal-canin-maxi-adult-sobre.jpg
 Royal Canin Canine Renal Liquido - 3x200,19.83 €,https://www.petsonic.com/20575-large_default/canine-renal-liquido.jpg
 Royal Canin Labrador Retriever Comida húmeda 140 Grs. - 12 Unidades.,15.66 €,https://www.petsonic.com/24017-large_default/royal-canin-labrador-retriever-comida-humeda.jpg
 Royal Canin Veterinary Diets Renal 410gr Húmedo - 12 Unidades.,31.57 €,https://www.petsonic.com/8142-large_default/comida-lata-para-perros-royal-canin-veterinary-diets-renal-410gr-humedo.jpg
 Royal Canin Veterinary Diets Renal Special 410 gr Húmedo - 12 Unidades.,32.69 €,https://www.petsonic.com/9131-large_default/comida-lata-para-perros-royal-canin-veterinary-diets-renal-special-410-gr-humedo.jpg
 Royal Canin Veterinary Diets Urinary S/O 410gr Húmedo - 12 Unidades.,31.57 €,https://www.petsonic.com/20400-large_default/comida-lata-para-perros-royal-canin-veterinary-diets-urinary-s-410gr-humedo.jpg
 Royal Canin Veterinary Diets Diabetic Low Carbohydrate 410gr.Húmedo - 12 Unidades.,31.90 €,https://www.petsonic.com/20599-large_default/comida-lata-para-perros-royal-canin-veterinary-diets-diabetic-low-carbohydrate-410gr-humedo.jpg
 Royal Canin Veterinary Diets Hepatic 420 gr Húmedo - 12 unidades de 400gr,35.29 €,https://www.petsonic.com/24061-large_default/comida-lata-para-perros-royal-canin-veterinary-diets-hepatic-420-gr-humedo.jpg
 Royal Canin Veterinary Diets Gastro Intestinal 400g Húmedo - 12 Unidades.,33.08 €,https://www.petsonic.com/23732-large_default/comida-lata-para-perros-royal-canin-veterinary-diets-gastro-intestinal-400g-humedo.jpg
 Royal Canin Veterinary Diets Gastro Intestinal Low Fat Húmedo 410gr. - 12 Unidades.,32.21 €,https://www.petsonic.com/24062-large_default/comida-lata-para-perros-royal-canin-veterinary-diets-gastro-intestinal-low-fat-humedo-410gr.jpg
 Royal Canin Veterinary Diets Sensitivity Control Pato 420 gr.Húmedo - 12 Unidades.,34.46 €,https://www.petsonic.com/24049-large_default/comida-lata-para-perros-royal-canin-veterinary-diets-sensitivity-control-pato-420-gr-humedo.jpg
 Royal Canin Starter Mousse Gestación/Lactancia - 12 unidades de 195 gr,26.43 €,https://www.petsonic.com/23743-large_default/comida-lata-para-perros-royal-canin-starter-mousse-gestacion-lactancia.jpg
 Royal Canin Veterinary Diets Cardiac 410 gr. Húmedo - 12 Unidades.,31.57 €,https://www.petsonic.com/8144-large_default/comida-lata-para-perros-royal-canin-veterinary-diets-cardiac-410-gr-humedo.jpg
 Alpha Spirit Adulto Conejo y Plátano Húmedo - 400 Gr.,2.47 €,https://www.petsonic.com/11979-large_default/comida-lata-para-perros-alpha-spirit-adulto-conejo-platano-humedo.jpg
 Alpha Spirit Adulto Cordero y Pera Húmedo - 400 Gr.,2.47 €,https://www.petsonic.com/11980-large_default/comida-lata-para-perros-alpha-spirit-adulto-cordero-pera-humedo.jpg
 Alpha Spirit Adulto Pato y Kiwi Húmedo - 400 Gr.,2.47 €,https://www.petsonic.com/11981-large_default/comida-lata-para-perros-alpha-spirit-adulto-pato-kiwi-humedo.jpg
 Alpha Spirit Adulto Pollo y Piña Húmedo - 400 Gr.,2.47 €,https://www.petsonic.com/11982-large_default/comida-lata-para-perros-alpha-spirit-adulto-pollo-pina-humedo.jpg
 Alpha Spirit Adulto Salmón y Arándanos Húmedo - 400 Gr.,2.47 €,https://www.petsonic.com/11983-large_default/comida-lata-para-perros-alpha-spirit-adulto-salmon-arandanos-humedo.jpg
 Alpha Spirit Adulto Ternera y Melón Húmedo - 400 Gr.,2.47 €,https://www.petsonic.com/11984-large_default/comida-lata-para-perros-alpha-spirit-adulto-ternera-melon-humedo.jpg
 Alpha Spirit Albóndigas de Buey y Salvia para Perro - 12 unidades de 400gr,32.53 €,https://www.petsonic.com/18017-large_default/alpha-spirit-albondigas-buey-salvia-para-perro.jpg
 Alpha Spirit Albóndigas de Cerdo y Alcaravea para Perro - 12 unidades de 400gr,32.53 €,https://www.petsonic.com/18018-large_default/comida-lata-para-perros-alpha-spirit-albondigas-cerdo-alcaravea.jpg
 Alpha Spirit Albóndigas de Pavo y Cilantro para Perro - 12 unidades de 400gr,32.53 €,https://www.petsonic.com/18016-large_default/comida-lata-para-perros-alpha-spirit-albondigas-pavo-cilantro.jpg
 Alpha Spirit Albóndigas de Venado y Romero para Perro - 12 unidades de 400gr,32.53 €,https://www.petsonic.com/18015-large_default/comida-lata-para-perros-alpha-spirit-albondigas-venado-romero.jpg
 Alpha Spirit Albóndigas de Cordero y Comino para Perro - 12 unidades de 400gr,32.53 €,https://www.petsonic.com/18013-large_default/comida-lata-para-perros-alpha-spirit-albondigas-cordero-comino.jpg
 Alpha Spirit Albóndigas de Jabalí y Tomillo para Perro - 12 unidades de 400gr,32.53 €,https://www.petsonic.com/18012-large_default/comida-lata-para-perros-alpha-spirit-albondigas-jabali-tomillo.jpg
 Alpha Spirit Albóndigas de Pollo y Cúrcuma para Perro - 12 unidades de 400gr,32.53 €,https://www.petsonic.com/18011-large_default/comida-lata-para-perros-alpha-spirit-albondigas-pollo-curcuma.jpg
 Carnilove Puppy Salmón y Pavo latas de comida humeda para cachorros Salmon &amp; Turkey - 6 Unidades de 400 gr,14.99 €,https://www.petsonic.com/12483-large_default/comida-lata-para-perros-carnilove-puppy-salmon-pavo-humedo.jpg
 Carnilove Adult Salmón y Pavo latas de comida humeda para perro Salmon &amp; Turkey - 6 Unidades de 400 gr,17.99 €,https://www.petsonic.com/20637-large_default/comida-lata-para-perros-carnilove-adult-salmon-pavo-humedo.jpg
 Carnilove Adulto Venado y Reno latas de comida humeda para perro Venison &amp; Reindeer - 6 Unidades de 400 gr,12.79 €,https://www.petsonic.com/12485-large_default/comida-lata-para-perros-carnilove-adulto-venado-reno-humedo.jpg
 Carnilove Adulto Cordero y Jabalí latas de comida humeda para perro Lamb &amp; Roar - 6 Unidades de 400 gr,17.99 €,https://www.petsonic.com/12486-large_default/comida-lata-para-perros-carnilove-adulto-cordero-jabali-humedo.jpg
 Carnilove Adulto Pato y Faisan latas de comida humeda para perro Duck &amp; Pheasant - 6 Unidades de 400 gr,17.99 €,https://www.petsonic.com/12487-large_default/comida-lata-para-perros-carnilove-adulto-pato-guisantes-humedo.jpg
 Winner Plus WP con Mix de Carnes - 5 unidades x 400 gramos,6.22 €,https://www.petsonic.com/18627-large_default/comida-lata-para-perros-winner-plus-wp-mix-carnes.jpg
" Winner Plus WP con Pollo, Salmón &amp; Arroz - 5 unidades x 400 gramos",6.22 €,https://www.petsonic.com/18632-large_default/comida-lata-para-perros-winner-plus-wp-pollo-salmon-arroz.jpg
 Winner Plus WP con Cordero &amp; Arroz - 5 unidades x 400 gramos,6.22 €,https://www.petsonic.com/18629-large_default/comida-lata-para-perros-winner-plus-wp-cordero-arroz.jpg
 Winner Plus WP con Ternera - 5 unidades x 400 gramos,6.22 €,https://www.petsonic.com/18626-large_default/comida-lata-para-perros-winner-plus-wp-ternera.jpg
 Winner Plus WP con Pavo - 5 unidades x 400 gramos,6.22 €,https://www.petsonic.com/18630-large_default/comida-lata-para-perros-winner-plus-wp-pavo.jpg
 Winner Plus WP Sensible Light con Pollo &amp; Patatas - 5 unidades x 400 gramos,6.22 €,https://www.petsonic.com/18628-large_default/comida-lata-para-perros-winner-plus-wp-sensible-light-pollo-patatas.jpg
 True Instinct No Grain Pollo y Verduras 150Gr Húmedo. para perros pate sin cereales - 1 unidad de 150 gr,1.26 €,https://www.petsonic.com/15156-large_default/true-instinc-no-grain-pollo-verduras-150gr-humedo.jpg
 True Instinct No Grain Pavo con Verduras 150Gr Húmedo. para perros pate sin cereales - 150 Gr.,1.26 €,https://www.petsonic.com/15158-large_default/true-instinc-no-grain-pavo-verduras-150gr-humedo.jpg
 True Instinct No Grain Medium Pollo con Verduras 300Gr Húmedo. para perros terrine sin cereales - 1 unidad de 300gr,2.31 €,https://www.petsonic.com/15159-large_default/true-instinc-no-grain-medium-pollo-verduras-300gr-humedo.jpg
 True Instinct No Grain Medium Salmón con Verduras 300Gr Húmedo. para perros terrine sin cereales - 1 unidad de 300gr,2.17 €,https://www.petsonic.com/15160-large_default/true-instinc-no-grain-medium-salmon-verduras-300gr-humedo.jpg
 Purina Veterinary Diets EN lata 400gr para Perro - 12 unidades de 400gr,31.79 €,https://www.petsonic.com/8873-large_default/comida-lata-para-perros-purina-veterinary-diets-lata-400gr.jpg
 Purina Veterinary Diets NF lata 400gr para Perro - 12 unidades de 400gr,31.79 €,https://www.petsonic.com/8736-large_default/comida-lata-para-perros-purina-veterinary-diets-nf-lata-400gr.jpg
 Purina Veterinary Diets OM Lata 400 gr para Perro - 12 Unidades.,31.79 €,https://www.petsonic.com/8734-large_default/comida-lata-para-perros-purina-veterinary-diets-om-lata-400-gr.jpg
 Hills SP Puppy con Pollo (Lata) - 12 unidades de 370 gr,30.91 €,https://www.petsonic.com/24076-large_default/comida-lata-para-perros-hills-sp-puppy-pollo-lata.jpg
 Hills SP Adult con Vacuno (Lata) - 1 x 12 latas 370gr,33.41 €,https://www.petsonic.com/15145-large_default/comida-lata-para-perros-hills-sp-adult-vacuno-lata.jpg
 Hills SP Adult con Pavo (Lata) - 12 unidades de 370 gr,30.91 €,https://www.petsonic.com/15146-large_default/comida-lata-para-perros-hills-sp-adult-pavo-lata.jpg
 Hills SP Canine Adult con Pollo (Lata) - 12 unidades de 370 gr,30.91 €,https://www.petsonic.com/15147-large_default/comida-lata-para-perros-hills-sp-canine-adult-pollo-lata.jpg
 Hills SP Perfect Weight (Lata) - 12 unidades de 363 gr,35.71 €,https://www.petsonic.com/17312-large_default/comida-lata-para-perros-hills-sp-perfect-weight-lata.jpg
 Hills SP Adult Light con Pollo (Lata.) - 12 unidades de 370 gr,30.91 €,https://www.petsonic.com/15143-large_default/comida-lata-para-perros-hills-sp-adult-light-pollo-lata.jpg
 SP Mature/ Senior con Pollo (Lata) - 12 unidades de 370 gr,30.91 €,https://www.petsonic.com/15148-large_default/comida-lata-para-perros-hills-sp-mature-senior-pollo-lata.jpg
 Hills Prescription Diet Lata PD Canine/Feline a/d. 156 gr. Húmedo. - 24 Unidades.,52.42 €,https://www.petsonic.com/14999-large_default/comida-lata-para-gatos-hill-s-prescription-diet-pd-canine-feline-d-156-gr-humedo.jpg
 Hills Prescription Diet PD Canine c/d 370 gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17392-large_default/comida-lata-para-perros-hill-s-prescription-diet-pd-canine-c-d-370-gr-humedo.jpg
 Hills Prescription Diet PD Canine d/d con Pato. 370 gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17393-large_default/pienso-para-perros-hill-s-prescription-diet-pd-canine-d-d-pato-370-gr-humedo.jpg
 Hills Prescription Diet PD Canine d/d con Salmón.370 gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17394-large_default/pienso-para-perros-hill-s-prescription-diet-pd-canine-d-d-salmon-370-gr-humedo.jpg
 Hills Prescription Diet PD Canine i/d. 370 gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17405-large_default/comida-lata-para-perros-hill-s-prescription-diet-pd-canine-d-370-gr-humedo.jpg
 Hills Prescription Diet PD Canine i/d Low Fat.370gr. Húmedo. - 12 Unidades.,35.16 €,https://www.petsonic.com/17344-large_default/comida-lata-para-perros-hill-s-prescription-diet-pd-canine-d-low-fat-370gr-humedo.jpg
 Hills Prescription Diet PD Canine j/d 370 gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17395-large_default/comida-lata-para-perros-hill-s-prescription-diet-pd-canine-j-d-370-gr-humedo.jpg
 Hills Prescription Diet PD Canine k/d 370 gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17397-large_default/comida-lata-para-perros-hill-s-prescription-diet-pd-canine-k-d-370-gr-humedo.jpg
 Hills Prescription Diet PD Canine l/d 370 gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17396-large_default/comida-lata-para-perros-hill-s-prescription-diet-pd-canine-l-d-370-gr-humedo.jpg
 Hills Prescription Diet PD Canine Metabolic 370 gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17353-large_default/comida-lata-para-perros-hill-s-prescription-diet-pd-canine-metabolic-370-gr-humedo.jpg
 Hills Prescription Diet PD Canine r/d 370 gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17399-large_default/comida-lata-para-perros-hill-s-prescription-diet-pd-canine-r-d-370-gr-humedo.jpg
 Hills Prescription Diet PD Canine s/d 370 gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17400-large_default/comida-lata-para-perros-hill-s-prescription-diet-pd-canine-s-d-370-gr-humedo.jpg
 Hills Prescription Diet PD Canine u/d 370gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17401-large_default/comida-lata-para-perros-hill-s-prescription-diet-pd-canine-u-d-370gr-humedo.jpg
 Hills Prescription Diet PD Canine w/d 370 gr. Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17402-large_default/comida-lata-para-perros-hill-s-prescription-diet-pd-canine-w-d-370-gr-humedo.jpg
 Hills Prescription Diet P.D Canine z/d 370 gr.Húmedo. - 12 Unidades.,34.99 €,https://www.petsonic.com/17403-large_default/p-d-canine-z-d-370-gr-humedo.jpg
 Eukanuba Veterinary Diets Dermatosis FP Lata para Perro - 6 Unidades.,17.62 €,https://www.petsonic.com/1239-large_default/comida-lata-para-perros-eukanuba-veterinary-diets-dermatosis-fp-lata.jpg
 Royal Canin dermacomfort pouch. Comida húmeda para perro - 12 unidades 85 gr,14.95 €,https://www.petsonic.com/24010-large_default/royal-canin-dermacomfort-pouch-comida-humeda-para-perro.jpg
 Royal Canin vet. Canine Urinary S/O Ageing +7 - 12 unidades 85 gr,15.12 €,https://www.petsonic.com/24000-large_default/royal-canin-vet-canine-urinary-so-ageing-7.jpg
